,G,Date,Start (ET),Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,teamgame,season
29,30,"Fri, Dec 14, 2018",7:30p,Box Score,,Washington Wizards,W,,125,118,12,18,W 4,BRK,2019
30,31,"Sun, Dec 16, 2018",3:00p,Box Score,,Atlanta Hawks,W,,144,127,13,18,W 5,BRK,2019
31,32,"Tue, Dec 18, 2018",7:30p,Box Score,,Los Angeles Lakers,W,,115,110,14,18,W 6,BRK,2019
32,33,"Wed, Dec 19, 2018",8:00p,Box Score,@,Chicago Bulls,W,,96,93,15,18,W 7,BRK,2019
33,34,"Fri, Dec 21, 2018",7:30p,Box Score,,Indiana Pacers,L,,106,114,15,19,L 1,BRK,2019
34,35,"Sun, Dec 23, 2018",6:00p,Box Score,,Phoenix Suns,W,,111,103,16,19,W 1,BRK,2019
35,36,"Wed, Dec 26, 2018",7:30p,Box Score,,Charlotte Hornets,W,2OT,134,132,17,19,W 2,BRK,2019
36,37,"Fri, Dec 28, 2018",7:00p,Box Score,@,Charlotte Hornets,L,,87,100,17,20,L 1,BRK,2019
37,38,"Sat, Dec 29, 2018",5:00p,Box Score,@,Milwaukee Bucks,L,,115,129,17,21,L 2,BRK,2019
38,39,"Wed, Jan 2, 2019",7:30p,Box Score,,New Orleans Pelicans,W,,126,121,18,21,W 1,BRK,2019
39,40,"Fri, Jan 4, 2019",8:00p,Box Score,@,Memphis Grizzlies,W,,109,100,19,21,W 2,BRK,2019
40,41,"Sun, Jan 6, 2019",3:30p,Box Score,@,Chicago Bulls,W,,117,100,20,21,W 3,BRK,2019
41,42,"Mon, Jan 7, 2019",7:30p,Box Score,@,Boston Celtics,L,,95,116,20,22,L 1,BRK,2019
42,43,"Wed, Jan 9, 2019",7:30p,Box Score,,Atlanta Hawks,W,,116,100,21,22,W 1,BRK,2019
43,44,"Fri, Jan 11, 2019",7:30p,Box Score,@,Toronto Raptors,L,,105,122,21,23,L 1,BRK,2019
44,45,"Mon, Jan 14, 2019",7:30p,Box Score,,Boston Celtics,W,,109,102,22,23,W 1,BRK,2019
45,46,"Wed, Jan 16, 2019",8:00p,Box Score,@,Houston Rockets,W,OT,145,142,23,23,W 2,BRK,2019
46,47,"Fri, Jan 18, 2019",7:00p,Box Score,@,Orlando Magic,W,,117,115,24,23,W 3,BRK,2019
47,48,"Mon, Jan 21, 2019",3:30p,Box Score,,Sacramento Kings,W,,123,94,25,23,W 4,BRK,2019
48,49,"Wed, Jan 23, 2019",7:30p,Box Score,,Orlando Magic,W,,114,110,26,23,W 5,BRK,2019
49,50,"Fri, Jan 25, 2019",7:30p,Box Score,,New York Knicks,W,,109,99,27,23,W 6,BRK,2019
50,51,"Mon, Jan 28, 2019",7:30p,Box Score,@,Boston Celtics,L,,104,112,27,24,L 1,BRK,2019
51,52,"Tue, Jan 29, 2019",7:30p,Box Score,,Chicago Bulls,W,,122,117,28,24,W 1,BRK,2019
52,53,"Thu, Jan 31, 2019",8:30p,Box Score,@,San Antonio Spurs,L,,114,117,28,25,L 1,BRK,2019
53,54,"Sat, Feb 2, 2019",7:00p,Box Score,@,Orlando Magic,L,,89,102,28,26,L 2,BRK,2019
54,55,"Mon, Feb 4, 2019",7:30p,Box Score,,Milwaukee Bucks,L,,94,113,28,27,L 3,BRK,2019
55,56,"Wed, Feb 6, 2019",7:30p,Box Score,,Denver Nuggets,W,,135,130,29,27,W 1,BRK,2019
56,57,"Fri, Feb 8, 2019",7:30p,Box Score,,Chicago Bulls,L,,106,125,29,28,L 1,BRK,2019
57,58,"Mon, Feb 11, 2019",7:30p,Box Score,@,Toronto Raptors,L,,125,127,29,29,L 2,BRK,2019
58,59,"Wed, Feb 13, 2019",7:00p,Box Score,@,Cleveland Cavaliers,W,3OT,148,139,30,29,W 1,BRK,2019
59,60,"Thu, Feb 21, 2019",7:30p,Box Score,,Portland Trail Blazers,L,,99,113,30,30,L 1,BRK,2019
60,61,"Sat, Feb 23, 2019",7:00p,Box Score,@,Charlotte Hornets,W,,117,115,31,30,W 1,BRK,2019
61,62,"Mon, Feb 25, 2019",7:30p,Box Score,,San Antonio Spurs,W,,101,85,32,30,W 2,BRK,2019
62,63,"Wed, Feb 27, 2019",7:30p,Box Score,,Washington Wizards,L,,116,125,32,31,L 1,BRK,2019
63,64,"Fri, Mar 1, 2019",7:30p,Box Score,,Charlotte Hornets,L,,112,123,32,32,L 2,BRK,2019
64,65,"Sat, Mar 2, 2019",7:30p,Box Score,@,Miami Heat,L,,88,117,32,33,L 3,BRK,2019
65,66,"Mon, Mar 4, 2019",7:30p,Box Score,,Dallas Mavericks,W,,127,88,33,33,W 1,BRK,2019
66,67,"Wed, Mar 6, 2019",7:30p,Box Score,,Cleveland Cavaliers,W,,113,107,34,33,W 2,BRK,2019
67,68,"Sat, Mar 9, 2019",7:00p,Box Score,@,Atlanta Hawks,W,,114,112,35,33,W 3,BRK,2019
68,69,"Mon, Mar 11, 2019",7:30p,Box Score,,Detroit Pistons,W,,103,75,36,33,W 4,BRK,2019
69,70,"Wed, Mar 13, 2019",7:00p,Box Score,@,Oklahoma City Thunder,L,,96,108,36,34,L 1,BRK,2019
70,71,"Sat, Mar 16, 2019",9:00p,Box Score,@,Utah Jazz,L,,98,114,36,35,L 2,BRK,2019
71,72,"Sun, Mar 17, 2019",9:00p,Box Score,@,Los Angeles Clippers,L,,116,119,36,36,L 3,BRK,2019
72,73,"Tue, Mar 19, 2019",10:00p,Box Score,@,Sacramento Kings,W,,123,121,37,36,W 1,BRK,2019
73,74,"Fri, Mar 22, 2019",10:30p,Box Score,@,Los Angeles Lakers,W,,111,106,38,36,W 2,BRK,2019
74,75,"Mon, Mar 25, 2019",10:00p,Box Score,@,Portland Trail Blazers,L,2OT,144,148,38,37,L 1,BRK,2019
75,76,"Thu, Mar 28, 2019",7:00p,Box Score,@,Philadelphia 76ers,L,,110,123,38,38,L 2,BRK,2019
76,77,"Sat, Mar 30, 2019",6:00p,Box Score,,Boston Celtics,W,,110,96,39,38,W 1,BRK,2019
77,78,"Mon, Apr 1, 2019",7:30p,Box Score,,Milwaukee Bucks,L,,121,131,39,39,L 1,BRK,2019
78,79,"Wed, Apr 3, 2019",7:30p,Box Score,,Toronto Raptors,L,,105,115,39,40,L 2,BRK,2019
79,80,"Sat, Apr 6, 2019",5:00p,Box Score,@,Milwaukee Bucks,W,,133,128,40,40,W 1,BRK,2019
80,81,"Sun, Apr 7, 2019",5:00p,Box Score,@,Indiana Pacers,W,,108,96,41,40,W 2,BRK,2019
81,82,"Wed, Apr 10, 2019",8:00p,Box Score,,Miami Heat,W,,113,94,42,40,W 3,BRK,2019
0,1,"Wed, Oct 23, 2019",7:30p,Box Score,,Minnesota Timberwolves,L,OT,126,127,0,1,L 1,BRK,2020
1,2,"Fri, Oct 25, 2019",7:30p,Box Score,,New York Knicks,W,,113,109,1,1,W 1,BRK,2020
2,3,"Sun, Oct 27, 2019",6:00p,Box Score,@,Memphis Grizzlies,L,OT,133,134,1,2,L 1,BRK,2020
3,4,"Wed, Oct 30, 2019",7:30p,Box Score,,Indiana Pacers,L,,108,118,1,3,L 2,BRK,2020
4,5,"Fri, Nov 1, 2019",7:00p,Box Score,,Houston Rockets,W,,123,116,2,3,W 1,BRK,2020
5,6,"Sat, Nov 2, 2019",7:00p,Box Score,@,Detroit Pistons,L,,109,113,2,4,L 1,BRK,2020
6,7,"Mon, Nov 4, 2019",7:30p,Box Score,,New Orleans Pelicans,W,,135,125,3,4,W 1,BRK,2020
7,8,"Fri, Nov 8, 2019",10:00p,Box Score,@,Portland Trail Blazers,W,,119,115,4,4,W 2,BRK,2020
8,9,"Sun, Nov 10, 2019",8:00p,Box Score,@,Phoenix Suns,L,,112,138,4,5,L 1,BRK,2020
9,10,"Tue, Nov 12, 2019",9:00p,Box Score,@,Utah Jazz,L,,114,119,4,6,L 2,BRK,2020
10,11,"Thu, Nov 14, 2019",10:30p,Box Score,@,Denver Nuggets,L,,93,101,4,7,L 3,BRK,2020
11,12,"Sat, Nov 16, 2019",6:00p,Box Score,@,Chicago Bulls,W,,117,111,5,7,W 1,BRK,2020
12,13,"Mon, Nov 18, 2019",7:30p,Box Score,,Indiana Pacers,L,,86,115,5,8,L 1,BRK,2020
13,14,"Wed, Nov 20, 2019",7:30p,Box Score,,Charlotte Hornets,W,,101,91,6,8,W 1,BRK,2020
14,15,"Fri, Nov 22, 2019",7:30p,Box Score,,Sacramento Kings,W,,116,97,7,8,W 2,BRK,2020
15,16,"Sun, Nov 24, 2019",6:00p,Box Score,@,New York Knicks,W,,103,101,8,8,W 3,BRK,2020
16,17,"Mon, Nov 25, 2019",7:00p,Box Score,@,Cleveland Cavaliers,W,,108,106,9,8,W 4,BRK,2020
17,18,"Wed, Nov 27, 2019",7:00p,Box Score,@,Boston Celtics,L,,110,121,9,9,L 1,BRK,2020
18,19,"Fri, Nov 29, 2019",12:00p,Box Score,,Boston Celtics,W,,112,107,10,9,W 1,BRK,2020
19,20,"Sun, Dec 1, 2019",3:00p,Box Score,,Miami Heat,L,,106,109,10,10,L 1,BRK,2020
20,21,"Wed, Dec 4, 2019",7:30p,Box Score,@,Atlanta Hawks,W,,130,118,11,10,W 1,BRK,2020
21,22,"Fri, Dec 6, 2019",7:00p,Box Score,@,Charlotte Hornets,W,,111,104,12,10,W 2,BRK,2020
22,23,"Sun, Dec 8, 2019",3:00p,Box Score,,Denver Nuggets,W,,105,102,13,10,W 3,BRK,2020
23,24,"Wed, Dec 11, 2019",7:30p,Box Score,,Charlotte Hornets,L,,108,113,13,11,L 1,BRK,2020
24,25,"Sat, Dec 14, 2019",7:30p,Box Score,@,Toronto Raptors,L,,102,110,13,12,L 2,BRK,2020
25,26,"Sun, Dec 15, 2019",6:00p,Box Score,,Philadelphia 76ers,W,,109,89,14,12,W 1,BRK,2020
26,27,"Tue, Dec 17, 2019",8:00p,Box Score,@,New Orleans Pelicans,W,OT,108,101,15,12,W 2,BRK,2020
27,28,"Thu, Dec 19, 2019",8:30p,Box Score,@,San Antonio Spurs,L,,105,118,15,13,L 1,BRK,2020
28,29,"Sat, Dec 21, 2019",6:00p,Box Score,,Atlanta Hawks,W,,122,112,16,13,W 1,BRK,2020
29,30,"Thu, Dec 26, 2019",7:30p,Box Score,,New York Knicks,L,,82,94,16,14,L 1,BRK,2020
30,31,"Sat, Dec 28, 2019",8:00p,Box Score,@,Houston Rockets,L,,98,108,16,15,L 2,BRK,2020
31,32,"Mon, Dec 30, 2019",8:00p,Box Score,@,Minnesota Timberwolves,L,OT,115,122,16,16,L 3,BRK,2020
32,33,"Thu, Jan 2, 2020",8:30p,Box Score,@,Dallas Mavericks,L,,111,123,16,17,L 4,BRK,2020
33,34,"Sat, Jan 4, 2020",6:00p,Box Score,,Toronto Raptors,L,,102,121,16,18,L 5,BRK,2020
34,35,"Mon, Jan 6, 2020",7:00p,Box Score,@,Orlando Magic,L,,89,101,16,19,L 6,BRK,2020
35,36,"Tue, Jan 7, 2020",7:30p,Box Score,,Oklahoma City Thunder,L,OT,103,111,16,20,L 7,BRK,2020
36,37,"Fri, Jan 10, 2020",7:30p,Box Score,,Miami Heat,W,,117,113,17,20,W 1,BRK,2020
37,38,"Sun, Jan 12, 2020",6:00p,Box Score,,Atlanta Hawks,W,,108,86,18,20,W 2,BRK,2020
38,39,"Tue, Jan 14, 2020",7:30p,Box Score,,Utah Jazz,L,,107,118,18,21,L 1,BRK,2020
39,40,"Wed, Jan 15, 2020",7:00p,Box Score,@,Philadelphia 76ers,L,,106,117,18,22,L 2,BRK,2020
40,41,"Sat, Jan 18, 2020",6:00p,Box Score,,Milwaukee Bucks,L,,97,117,18,23,L 3,BRK,2020
41,42,"Mon, Jan 20, 2020",3:00p,Box Score,,Philadelphia 76ers,L,,111,117,18,24,L 4,BRK,2020
42,43,"Thu, Jan 23, 2020",8:00p,Box Score,,Los Angeles Lakers,L,,113,128,18,25,L 5,BRK,2020
43,44,"Sat, Jan 25, 2020",7:00p,Box Score,@,Detroit Pistons,W,OT,121,111,19,25,W 1,BRK,2020
44,45,"Sun, Jan 26, 2020",6:00p,Box Score,@,New York Knicks,L,,97,110,19,26,L 1,BRK,2020
45,46,"Wed, Jan 29, 2020",7:30p,Box Score,,Detroit Pistons,W,,125,115,20,26,W 1,BRK,2020
46,47,"Fri, Jan 31, 2020",7:30p,Box Score,,Chicago Bulls,W,,133,118,21,26,W 2,BRK,2020
47,48,"Sat, Feb 1, 2020",8:00p,Box Score,@,Washington Wizards,L,,107,113,21,27,L 1,BRK,2020
48,49,"Mon, Feb 3, 2020",7:30p,Box Score,,Phoenix Suns,W,,119,97,22,27,W 1,BRK,2020
49,50,"Wed, Feb 5, 2020",7:30p,Box Score,,Golden State Warriors,W,,129,88,23,27,W 2,BRK,2020
50,51,"Sat, Feb 8, 2020",7:30p,Box Score,@,Toronto Raptors,L,,118,119,23,28,L 1,BRK,2020
51,52,"Mon, Feb 10, 2020",7:00p,Box Score,@,Indiana Pacers,W,,106,105,24,28,W 1,BRK,2020
52,53,"Wed, Feb 12, 2020",7:30p,Box Score,,Toronto Raptors,W,,101,91,25,28,W 2,BRK,2020
53,54,"Thu, Feb 20, 2020",8:00p,Box Score,@,Philadelphia 76ers,L,OT,104,112,25,29,L 1,BRK,2020
54,55,"Sat, Feb 22, 2020",7:00p,Box Score,@,Charlotte Hornets,W,,115,86,26,29,W 1,BRK,2020
55,56,"Mon, Feb 24, 2020",7:30p,Box Score,,Orlando Magic,L,,113,115,26,30,L 1,BRK,2020
56,57,"Wed, Feb 26, 2020",7:00p,Box Score,@,Washington Wizards,L,,106,110,26,31,L 2,BRK,2020
57,58,"Fri, Feb 28, 2020",7:30p,Box Score,@,Atlanta Hawks,L,,118,141,26,32,L 3,BRK,2020
58,59,"Sat, Feb 29, 2020",7:30p,Box Score,@,Miami Heat,L,,113,116,26,33,L 4,BRK,2020
59,60,"Tue, Mar 3, 2020",7:30p,Box Score,@,Boston Celtics,W,OT,129,120,27,33,W 1,BRK,2020
60,61,"Wed, Mar 4, 2020",7:30p,Box Score,,Memphis Grizzlies,L,,79,118,27,34,L 1,BRK,2020
61,62,"Fri, Mar 6, 2020",7:30p,Box Score,,San Antonio Spurs,W,,139,120,28,34,W 1,BRK,2020
62,63,"Sun, Mar 8, 2020",3:00p,Box Score,,Chicago Bulls,W,,110,107,29,34,W 2,BRK,2020
63,64,"Tue, Mar 10, 2020",10:30p,Box Score,@,Los Angeles Lakers,W,,104,102,30,34,W 3,BRK,2020
64,65,"Fri, Jul 31, 2020",2:30p,Box Score,,Orlando Magic,L,,118,128,30,35,L 1,BRK,2020
65,66,"Sun, Aug 2, 2020",2:00p,Box Score,,Washington Wizards,W,,118,110,31,35,W 1,BRK,2020
66,67,"Tue, Aug 4, 2020",1:30p,Box Score,@,Milwaukee Bucks,W,,119,116,32,35,W 2,BRK,2020
67,68,"Wed, Aug 5, 2020",9:00p,Box Score,@,Boston Celtics,L,,115,149,32,36,L 1,BRK,2020
68,69,"Fri, Aug 7, 2020",5:00p,Box Score,,Sacramento Kings,W,,119,106,33,36,W 1,BRK,2020
69,70,"Sun, Aug 9, 2020",9:00p,Box Score,@,Los Angeles Clippers,W,,129,120,34,36,W 2,BRK,2020
70,71,"Tue, Aug 11, 2020",1:00p,Box Score,@,Orlando Magic,W,,108,96,35,36,W 3,BRK,2020
71,72,"Thu, Aug 13, 2020",9:00p,Box Score,,Portland Trail Blazers,L,,133,134,35,37,L 1,BRK,2020
0,1,"Tue, Dec 22, 2020",7:00p,Box Score,,Golden State Warriors,W,,125,99,1,0,W 1,BRK,2021
1,2,"Fri, Dec 25, 2020",5:00p,Box Score,@,Boston Celtics,W,,123,95,2,0,W 2,BRK,2021
2,3,"Sun, Dec 27, 2020",7:00p,Box Score,@,Charlotte Hornets,L,,104,106,2,1,L 1,BRK,2021
3,4,"Mon, Dec 28, 2020",7:30p,Box Score,,Memphis Grizzlies,L,OT,111,116,2,2,L 2,BRK,2021
4,5,"Wed, Dec 30, 2020",7:30p,Box Score,,Atlanta Hawks,W,,145,141,3,2,W 1,BRK,2021
5,6,"Fri, Jan 1, 2021",7:30p,Box Score,,Atlanta Hawks,L,,96,114,3,3,L 1,BRK,2021
6,7,"Sun, Jan 3, 2021",6:00p,Box Score,,Washington Wizards,L,,122,123,3,4,L 2,BRK,2021
7,8,"Tue, Jan 5, 2021",7:30p,Box Score,,Utah Jazz,W,,130,96,4,4,W 1,BRK,2021
8,9,"Thu, Jan 7, 2021",7:30p,Box Score,,Philadelphia 76ers,W,,122,109,5,4,W 2,BRK,2021
9,10,"Fri, Jan 8, 2021",8:00p,Box Score,@,Memphis Grizzlies,L,,110,115,5,5,L 1,BRK,2021
10,11,"Sun, Jan 10, 2021",6:00p,Box Score,,Oklahoma City Thunder,L,,116,129,5,6,L 2,BRK,2021
11,12,"Tue, Jan 12, 2021",7:30p,Box Score,,Denver Nuggets,W,,122,116,6,6,W 1,BRK,2021
12,13,"Wed, Jan 13, 2021",7:30p,Box Score,@,New York Knicks,W,,116,109,7,6,W 2,BRK,2021
13,14,"Sat, Jan 16, 2021",6:00p,Box Score,,Orlando Magic,W,,122,115,8,6,W 3,BRK,2021
14,15,"Mon, Jan 18, 2021",7:30p,Box Score,,Milwaukee Bucks,W,,125,123,9,6,W 4,BRK,2021
15,16,"Wed, Jan 20, 2021",7:00p,Box Score,@,Cleveland Cavaliers,L,2OT,135,147,9,7,L 1,BRK,2021
16,17,"Fri, Jan 22, 2021",7:30p,Box Score,@,Cleveland Cavaliers,L,,113,125,9,8,L 2,BRK,2021
17,18,"Sat, Jan 23, 2021",8:00p,Box Score,,Miami Heat,W,,128,124,10,8,W 1,BRK,2021
18,19,"Mon, Jan 25, 2021",7:30p,Box Score,,Miami Heat,W,,98,85,11,8,W 2,BRK,2021
19,20,"Wed, Jan 27, 2021",7:30p,Box Score,@,Atlanta Hawks,W,OT,132,128,12,8,W 3,BRK,2021
20,21,"Fri, Jan 29, 2021",8:00p,Box Score,@,Oklahoma City Thunder,W,,147,125,13,8,W 4,BRK,2021
21,22,"Sun, Jan 31, 2021",7:00p,Box Score,@,Washington Wizards,L,,146,149,13,9,L 1,BRK,2021
22,23,"Tue, Feb 2, 2021",7:30p,Box Score,,Los Angeles Clippers,W,,124,120,14,9,W 1,BRK,2021
23,24,"Fri, Feb 5, 2021",7:30p,Box Score,,Toronto Raptors,L,,117,123,14,10,L 1,BRK,2021
24,25,"Sat, Feb 6, 2021",8:00p,Box Score,@,Philadelphia 76ers,L,,108,124,14,11,L 2,BRK,2021
25,26,"Tue, Feb 9, 2021",7:00p,Box Score,@,Detroit Pistons,L,,111,122,14,12,L 3,BRK,2021
26,27,"Wed, Feb 10, 2021",8:00p,Box Score,,Indiana Pacers,W,,104,94,15,12,W 1,BRK,2021
27,28,"Sat, Feb 13, 2021",8:30p,Box Score,@,Golden State Warriors,W,,134,117,16,12,W 2,BRK,2021
28,29,"Mon, Feb 15, 2021",10:00p,Box Score,@,Sacramento Kings,W,,136,125,17,12,W 3,BRK,2021
29,30,"Tue, Feb 16, 2021",10:30p,Box Score,@,Phoenix Suns,W,,128,124,18,12,W 4,BRK,2021
30,31,"Thu, Feb 18, 2021",10:00p,Box Score,@,Los Angeles Lakers,W,,109,98,19,12,W 5,BRK,2021
31,32,"Sun, Feb 21, 2021",8:00p,Box Score,@,Los Angeles Clippers,W,,112,108,20,12,W 6,BRK,2021
32,33,"Tue, Feb 23, 2021",7:30p,Box Score,,Sacramento Kings,W,,127,118,21,12,W 7,BRK,2021
33,34,"Thu, Feb 25, 2021",7:30p,Box Score,,Orlando Magic,W,,129,92,22,12,W 8,BRK,2021
34,35,"Sat, Feb 27, 2021",8:30p,Box Score,,Dallas Mavericks,L,,98,115,22,13,L 1,BRK,2021
35,36,"Mon, Mar 1, 2021",8:30p,Box Score,@,San Antonio Spurs,W,OT,124,113,23,13,W 1,BRK,2021
36,37,"Wed, Mar 3, 2021",7:30p,Box Score,@,Houston Rockets,W,,132,114,24,13,W 2,BRK,2021
37,38,"Thu, Mar 11, 2021",7:30p,Box Score,,Boston Celtics,W,,121,109,25,13,W 3,BRK,2021
38,39,"Sat, Mar 13, 2021",7:00p,Box Score,,Detroit Pistons,W,,100,95,26,13,W 4,BRK,2021
39,40,"Mon, Mar 15, 2021",8:00p,Box Score,,New York Knicks,W,,117,112,27,13,W 5,BRK,2021
40,41,"Wed, Mar 17, 2021",7:00p,Box Score,@,Indiana Pacers,W,,124,115,28,13,W 6,BRK,2021
41,42,"Fri, Mar 19, 2021",8:00p,Box Score,@,Orlando Magic,L,,113,121,28,14,L 1,BRK,2021
42,43,"Sun, Mar 21, 2021",7:00p,Box Score,,Washington Wizards,W,,113,106,29,14,W 1,BRK,2021
43,44,"Tue, Mar 23, 2021",10:00p,Box Score,@,Portland Trail Blazers,W,,116,112,30,14,W 2,BRK,2021
44,45,"Wed, Mar 24, 2021",10:00p,Box Score,@,Utah Jazz,L,,88,118,30,15,L 1,BRK,2021
45,46,"Fri, Mar 26, 2021",7:00p,Box Score,@,Detroit Pistons,W,,113,111,31,15,W 1,BRK,2021
46,47,"Mon, Mar 29, 2021",7:30p,Box Score,,Minnesota Timberwolves,W,,112,107,32,15,W 2,BRK,2021
47,48,"Wed, Mar 31, 2021",7:30p,Box Score,,Houston Rockets,W,,120,108,33,15,W 3,BRK,2021
48,49,"Thu, Apr 1, 2021",7:30p,Box Score,,Charlotte Hornets,W,,111,89,34,15,W 4,BRK,2021
49,50,"Sun, Apr 4, 2021",2:00p,Box Score,@,Chicago Bulls,L,,107,115,34,16,L 1,BRK,2021
50,51,"Mon, Apr 5, 2021",7:00p,Box Score,,New York Knicks,W,,114,112,35,16,W 1,BRK,2021
51,52,"Wed, Apr 7, 2021",7:30p,Box Score,,New Orleans Pelicans,W,,139,111,36,16,W 2,BRK,2021
52,53,"Sat, Apr 10, 2021",8:30p,Box Score,,Los Angeles Lakers,L,,101,126,36,17,L 1,BRK,2021
53,54,"Tue, Apr 13, 2021",4:00p,Box Score,@,Minnesota Timberwolves,W,,127,97,37,17,W 1,BRK,2021
54,55,"Wed, Apr 14, 2021",7:00p,Box Score,@,Philadelphia 76ers,L,,117,123,37,18,L 1,BRK,2021
55,56,"Fri, Apr 16, 2021",7:30p,Box Score,,Charlotte Hornets,W,,130,115,38,18,W 1,BRK,2021
56,57,"Sun, Apr 18, 2021",3:30p,Box Score,@,Miami Heat,L,,107,109,38,19,L 1,BRK,2021
57,58,"Tue, Apr 20, 2021",7:30p,Box Score,@,New Orleans Pelicans,W,,134,129,39,19,W 1,BRK,2021
58,59,"Wed, Apr 21, 2021",7:00p,Box Score,@,Toronto Raptors,L,,103,114,39,20,L 1,BRK,2021
59,60,"Fri, Apr 23, 2021",7:30p,Box Score,,Boston Celtics,W,,109,104,40,20,W 1,BRK,2021
60,61,"Sun, Apr 25, 2021",3:30p,Box Score,,Phoenix Suns,W,,128,119,41,20,W 2,BRK,2021
61,62,"Tue, Apr 27, 2021",7:30p,Box Score,@,Toronto Raptors,W,,116,103,42,20,W 3,BRK,2021
62,63,"Thu, Apr 29, 2021",7:00p,Box Score,@,Indiana Pacers,W,,130,113,43,20,W 4,BRK,2021
63,64,"Fri, Apr 30, 2021",8:00p,Box Score,,Portland Trail Blazers,L,,109,128,43,21,L 1,BRK,2021
64,65,"Sun, May 2, 2021",3:30p,Box Score,@,Milwaukee Bucks,L,,114,117,43,22,L 2,BRK,2021
65,66,"Tue, May 4, 2021",7:30p,Box Score,@,Milwaukee Bucks,L,,118,124,43,23,L 3,BRK,2021
66,67,"Thu, May 6, 2021",7:30p,Box Score,@,Dallas Mavericks,L,,109,113,43,24,L 4,BRK,2021
67,68,"Sat, May 8, 2021",10:00p,Box Score,@,Denver Nuggets,W,,125,119,44,24,W 1,BRK,2021
68,69,"Tue, May 11, 2021",8:00p,Box Score,@,Chicago Bulls,W,,115,107,45,24,W 2,BRK,2021
69,70,"Wed, May 12, 2021",8:00p,Box Score,,San Antonio Spurs,W,,128,116,46,24,W 3,BRK,2021
70,71,"Sat, May 15, 2021",1:00p,Box Score,,Chicago Bulls,W,,105,91,47,24,W 4,BRK,2021
71,72,"Sun, May 16, 2021",7:00p,Box Score,,Cleveland Cavaliers,W,,123,109,48,24,W 5,BRK,2021
0,1,"Tue, Oct 19, 2021",7:30p,Box Score,@,Milwaukee Bucks,L,,104,127,0,1,L 1,BRK,2022
1,2,"Fri, Oct 22, 2021",7:30p,Box Score,@,Philadelphia 76ers,W,,114,109,1,1,W 1,BRK,2022
2,3,"Sun, Oct 24, 2021",4:00p,Box Score,,Charlotte Hornets,L,,95,111,1,2,L 1,BRK,2022
3,4,"Mon, Oct 25, 2021",7:30p,Box Score,,Washington Wizards,W,,104,90,2,2,W 1,BRK,2022
4,5,"Wed, Oct 27, 2021",7:30p,Box Score,,Miami Heat,L,,93,106,2,3,L 1,BRK,2022
5,6,"Fri, Oct 29, 2021",7:30p,Box Score,,Indiana Pacers,W,,105,98,3,3,W 1,BRK,2022
6,7,"Sun, Oct 31, 2021",7:30p,Box Score,,Detroit Pistons,W,,117,91,4,3,W 2,BRK,2022
7,8,"Wed, Nov 3, 2021",7:30p,Box Score,,Atlanta Hawks,W,,117,108,5,3,W 3,BRK,2022
8,9,"Fri, Nov 5, 2021",7:00p,Box Score,@,Detroit Pistons,W,,96,90,6,3,W 4,BRK,2022
9,10,"Sun, Nov 7, 2021",3:30p,Box Score,@,Toronto Raptors,W,,116,103,7,3,W 5,BRK,2022
10,11,"Mon, Nov 8, 2021",8:00p,Box Score,@,Chicago Bulls,L,,95,118,7,4,L 1,BRK,2022
11,12,"Wed, Nov 10, 2021",7:00p,Box Score,@,Orlando Magic,W,,123,90,8,4,W 1,BRK,2022
12,13,"Fri, Nov 12, 2021",8:00p,Box Score,@,New Orleans Pelicans,W,,120,112,9,4,W 2,BRK,2022
13,14,"Sun, Nov 14, 2021",7:00p,Box Score,@,Oklahoma City Thunder,W,,120,96,10,4,W 3,BRK,2022
14,15,"Tue, Nov 16, 2021",7:30p,Box Score,,Golden State Warriors,L,,99,117,10,5,L 1,BRK,2022
15,16,"Wed, Nov 17, 2021",7:30p,Box Score,,Cleveland Cavaliers,W,,109,99,11,5,W 1,BRK,2022
16,17,"Fri, Nov 19, 2021",7:30p,Box Score,,Orlando Magic,W,,115,113,12,5,W 2,BRK,2022
17,18,"Mon, Nov 22, 2021",7:00p,Box Score,@,Cleveland Cavaliers,W,,117,112,13,5,W 3,BRK,2022
18,19,"Wed, Nov 24, 2021",7:30p,Box Score,@,Boston Celtics,W,,123,104,14,5,W 4,BRK,2022
19,20,"Sat, Nov 27, 2021",7:30p,Box Score,,Phoenix Suns,L,,107,113,14,6,L 1,BRK,2022
20,21,"Tue, Nov 30, 2021",7:30p,Box Score,,New York Knicks,W,,112,110,15,6,W 1,BRK,2022
21,22,"Fri, Dec 3, 2021",7:30p,Box Score,,Minnesota Timberwolves,W,,110,105,16,6,W 2,BRK,2022
22,23,"Sat, Dec 4, 2021",8:00p,Box Score,,Chicago Bulls,L,,107,111,16,7,L 1,BRK,2022
23,24,"Tue, Dec 7, 2021",7:30p,Box Score,@,Dallas Mavericks,W,,102,99,17,7,W 1,BRK,2022
24,25,"Wed, Dec 8, 2021",8:00p,Box Score,@,Houston Rockets,L,,104,114,17,8,L 1,BRK,2022
25,26,"Fri, Dec 10, 2021",7:30p,Box Score,@,Atlanta Hawks,W,,113,105,18,8,W 1,BRK,2022
26,27,"Sun, Dec 12, 2021",6:00p,Box Score,@,Detroit Pistons,W,,116,104,19,8,W 2,BRK,2022
